radio_id,nivel_geografico,prov,depto,partido,poblacion_sexo__total,poblacion_sexo__mujer_femenino,poblacion_sexo__varon_masculino,poblacion_edad__total,poblacion_edad__hasta_14_anos,poblacion_edad__15_a_64_anos,poblacion_edad__65_y_mas_anos,poblacion_edad_quinq__total,poblacion_edad_quinq__00_a_04,poblacion_edad_quinq__05_a_09,poblacion_edad_quinq__10_a_14,poblacion_edad_quinq__15_a_19,poblacion_edad_quinq__20_a_24,poblacion_edad_quinq__25_a_29,poblacion_edad_quinq__30_a_34,poblacion_edad_quinq__35_a_39,poblacion_edad_quinq__40_a_44,poblacion_edad_quinq__45_a_49,poblacion_edad_quinq__50_a_54,poblacion_edad_quinq__55_a_59,poblacion_edad_quinq__60_a_64,poblacion_edad_quinq__65_a_69,poblacion_edad_quinq__70_a_74,poblacion_edad_quinq__75_a_79,poblacion_edad_quinq__80_a_84,poblacion_edad_quinq__85_a_89,poblacion_edad_quinq__90_a_94,poblacion_edad_quinq__95_a_99,poblacion_edad_quinq__100_a_104,poblacion_edad_quinq__105_y_mas,educacion_mni__total,educacion_mni__sin_instruccion,educacion_mni__primario_incompleto,educacion_mni__primario_completo,educacion_mni__secundario_incompleto,educacion_mni__secundario_completo,educacion_mni__terciario_incompleto,educacion_mni__terciario_completo,educacion_mni__universitario_incompleto,educacion_mni__universitario_completo,educacion_mni__posgrado_incompleto,educacion_mni__posgrado_completo,educacion_mni__ignorado,hogares_nbi__total,hogares_nbi__si,hogares_nbi__no,hogares_ipmh__total,hogares_ipmh__sin_privacion,hogares_ipmh__privacion_solo_de_recursos_corrientes,hogares_ipmh__privacion_solo_de_recursos_patrimoniales,hogares_ipmh__privacion_convergente,hogares_hacinamiento__total,hogares_hacinamiento__hasta_0_50_personas_por_cuarto,hogares_hacinamiento__0_51_0_99_personas_por_cuarto,hogares_hacinamiento__1_00_1_49_personas_por_cuarto,hogares_hacinamiento__1_50_1_99_personas_por_cuarto,hogares_hacinamiento__2_00_3_00_personas_por_cuarto,hogares_hacinamiento__mas_de_3_00_personas_por_cuarto,hogares_tenencia__total,hogares_tenencia__propia,hogares_tenencia__alquilada,hogares_tenencia__cedida_por_trabajo,hogares_tenencia__prestada,hogares_tenencia__otra_situacion,hogares_agua__total,hogares_agua__red_publica_agua_corriente,hogares_agua__perforacion_con_bomba_a_motor,hogares_agua__otra_procedencia,hogares_agua__perforacion_con_bomba_manual,hogares_agua__pozo_sin_bomba,hogares_agua__transporte_por_cisterna_agua_de_lluvia_rio_c,hogares_agua_dist__total,hogares_agua_dist__por_caneria_dentro_de_la_vivienda,hogares_agua_dist__fuera_de_la_vivienda_pero_dentro_del_terreno,hogares_agua_dist__fuera_del_terreno,hogares_desague__total,hogares_desague__a_red_publica_cloaca,hogares_desague__a_camara_septica_y_pozo_ciego,hogares_desague__solo_a_pozo_ciego,hogares_desague__a_hoyo_excavacion_en_la_tierra_etc,hogares_desague__no_aplica,hogares_combustible__total,hogares_combustible__electricidad,hogares_combustible__gas_de_red,hogares_combustible__gas_en_garrafa,hogares_combustible__gas_en_tubo_o_a_granel_zeppelin,hogares_combustible__lena_o_carbon,hogares_combustible__otro_combustible,viviendas_tipo__total,viviendas_tipo__casa,viviendas_tipo__rancho,viviendas_tipo__departamento,viviendas_tipo__vivienda_movil_ocupada_casa_rodante_barco_ca,viviendas_tipo__casilla,viviendas_tipo__pieza_en_inquilinato_hotel_familiar_o_pensio,viviendas_tipo__local_no_construido_para_habitacion_ocupado,viviendas_localidad__total,viviendas_localidad__san_isidro,fuente,fecha_descarga
067562302,radio,06,756,SAN ISIDRO,792,416,376,792,201,490,101,792,55,57,89,71,53,62,62,55,50,44,40,24,29,22,27,24,22,5,1,0,0,0,792,108,117,131,206,150,17,19,25,9,5,1,4,242,25,217,242,147,63,12,20,242,52,31,77,35,42,5,242,181,35,1,8,17,242,227,10,2,3,0,0,242,241,1,0,239,234,4,1,0,3,242,32,46,162,2,0,0,289,82,1,204,0,2,0,0,289,289,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562303,radio,06,756,SAN ISIDRO,806,415,391,806,133,536,137,806,36,50,47,62,55,51,39,64,54,59,59,54,39,33,45,39,12,6,0,0,2,0,806,51,80,101,173,175,38,50,74,41,5,12,6,284,11,273,284,226,38,15,5,284,79,60,94,15,29,7,284,196,62,0,15,11,284,283,1,0,0,0,0,284,281,3,0,284,269,13,2,0,0,284,15,212,54,2,1,0,297,269,0,23,0,0,5,0,297,297,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562304,radio,06,756,SAN ISIDRO,808,408,400,808,150,532,126,808,40,52,58,57,68,56,59,54,56,52,40,43,47,44,34,23,15,3,7,0,0,0,808,60,98,82,189,169,42,46,69,37,5,4,7,286,17,269,286,218,37,19,12,286,70,45,108,23,37,3,286,173,72,1,17,23,286,285,1,0,0,0,0,286,277,5,4,285,270,7,7,1,1,286,22,206,56,1,0,1,290,234,0,42,1,4,7,2,290,290,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562305,radio,06,756,SAN ISIDRO,1323,700,623,1323,221,870,232,1323,53,94,74,96,101,84,87,107,92,96,73,59,75,68,69,39,30,17,7,2,0,0,1323,85,152,115,303,326,49,82,113,63,5,18,12,469,11,458,469,377,66,17,9,469,145,80,164,49,30,1,469,306,102,0,29,32,469,464,1,3,1,0,0,469,466,2,1,468,441,18,9,0,1,469,29,384,56,0,0,0,495,438,0,50,0,2,4,1,495,495,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562306,radio,06,756,SAN ISIDRO,1074,584,490,1074,199,716,159,1074,65,68,66,74,63,84,82,80,71,71,71,63,57,47,30,28,26,20,8,0,0,0,1074,118,106,91,239,221,45,62,114,55,6,8,9,390,27,363,390,301,59,19,11,390,112,70,128,38,38,4,390,198,140,1,32,19,390,380,3,4,0,2,1,390,384,5,1,389,369,15,5,0,1,390,30,311,39,7,0,3,439,302,1,119,0,0,3,14,439,439,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562307,radio,06,756,SAN ISIDRO,715,380,335,715,134,467,114,715,35,45,54,51,36,41,49,61,56,55,50,33,35,42,32,18,13,6,3,0,0,0,715,52,75,60,150,168,35,47,60,51,10,5,2,264,3,261,264,217,35,8,4,264,92,51,83,17,20,1,264,155,64,3,16,26,264,257,2,4,0,0,1,264,264,0,0,264,247,14,3,0,0,264,25,224,13,2,0,0,290,242,1,46,0,1,0,0,290,290,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562308,radio,06,756,SAN ISIDRO,1226,640,586,1226,173,820,233,1226,48,58,67,83,91,69,81,70,99,96,74,87,70,65,69,52,21,18,7,1,0,0,1226,81,106,165,255,327,39,77,104,50,4,8,10,459,12,447,459,385,51,19,4,459,127,112,161,32,25,2,459,295,96,1,32,35,459,455,2,2,0,0,0,459,458,1,0,459,440,12,7,0,0,459,35,367,51,6,0,0,489,393,0,90,0,1,3,2,489,489,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562309,radio,06,756,SAN ISIDRO,813,405,408,813,185,547,81,813,45,73,67,77,67,64,69,50,41,42,47,46,44,23,19,17,10,6,5,0,0,1,813,74,109,89,217,202,35,25,29,15,8,2,8,251,24,227,251,145,44,41,21,251,42,37,77,36,47,12,251,184,27,1,13,26,251,245,0,5,0,1,0,251,242,7,2,247,204,15,28,0,4,251,11,117,116,6,1,0,255,225,0,21,0,6,2,1,255,255,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562310,radio,06,756,SAN ISIDRO,1211,626,585,1211,251,833,127,1211,67,84,100,83,99,113,100,75,70,86,66,78,63,41,25,21,18,13,8,1,0,0,1211,114,143,155,311,303,31,47,55,29,3,6,14,369,28,341,369,235,63,50,21,369,79,56,123,40,58,13,369,258,49,2,29,31,369,365,0,4,0,0,0,369,359,6,4,365,348,11,6,0,4,369,12,246,107,4,0,0,375,336,3,20,1,13,2,0,375,375,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562311,radio,06,756,SAN ISIDRO,1418,727,691,1418,383,940,95,1418,111,137,135,125,157,121,107,81,96,77,77,50,49,41,23,15,11,4,1,0,0,0,1418,170,290,255,408,222,21,11,19,5,1,0,16,343,40,303,343,169,111,34,29,343,39,54,106,57,66,21,343,281,19,0,12,31,343,333,3,6,1,0,0,343,335,8,0,342,336,2,4,0,1,343,10,197,133,2,0,1,342,240,6,76,3,15,2,0,342,342,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562312,radio,06,756,SAN ISIDRO,704,364,340,704,113,490,101,704,26,35,52,60,52,42,51,51,50,52,45,55,32,31,23,17,15,7,6,2,0,0,704,45,77,96,150,185,29,29,56,18,4,7,8,242,20,222,242,184,39,13,6,242,66,38,79,18,33,8,242,125,86,1,14,16,242,239,0,2,1,0,0,242,240,2,0,242,237,1,4,0,0,242,10,181,44,7,0,0,243,176,0,58,0,5,2,2,243,243,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562313,radio,06,756,SAN ISIDRO,574,308,266,574,94,388,92,574,12,38,44,52,36,35,32,39,42,46,40,32,34,25,24,18,9,12,4,0,0,0,574,36,63,53,145,112,34,36,60,22,5,3,5,214,5,209,214,167,29,14,4,214,53,44,73,20,23,1,214,124,57,0,17,16,214,207,0,5,0,2,0,214,212,2,0,214,204,6,3,1,0,214,15,173,26,0,0,0,233,201,0,26,0,3,3,0,233,233,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562314,radio,06,756,SAN ISIDRO,613,334,279,613,113,396,104,613,32,35,46,47,56,37,36,37,45,47,39,23,29,34,23,20,15,7,3,2,0,0,613,53,72,66,137,140,29,30,48,26,1,3,8,193,16,177,193,140,33,12,8,193,41,36,66,17,31,2,193,116,50,5,10,12,193,189,0,1,2,1,0,193,193,0,0,193,180,10,1,2,0,193,10,156,24,2,1,0,223,200,0,12,0,1,2,8,223,223,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562401,radio,06,756,SAN ISIDRO,1084,588,496,1084,190,734,160,1084,50,67,73,82,89,62,82,65,81,88,67,53,65,50,35,33,26,10,6,0,0,0,1084,78,123,108,261,245,33,57,101,51,7,12,8,358,26,332,358,273,41,35,9,358,80,68,114,39,44,13,358,218,82,1,21,36,358,353,1,3,0,0,1,358,351,6,1,358,344,8,5,1,0,358,24,272,55,0,5,2,355,309,10,25,0,5,6,0,355,355,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562402,radio,06,756,SAN ISIDRO,499,264,235,499,69,315,115,499,14,27,28,44,19,23,32,32,32,38,38,25,32,29,32,21,19,10,3,1,0,0,499,30,49,58,110,96,18,45,52,34,1,3,3,198,3,195,198,168,19,6,5,198,71,48,55,16,8,0,198,130,38,0,16,14,198,196,1,1,0,0,0,198,197,1,0,198,194,3,1,0,0,198,14,174,8,1,1,0,236,207,0,26,0,1,1,1,236,236,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562403,radio,06,756,SAN ISIDRO,653,358,295,653,131,397,125,653,28,55,48,38,26,31,46,49,50,50,40,29,38,38,35,27,16,7,1,1,0,0,653,39,79,50,134,139,35,46,66,43,6,9,7,244,8,236,244,209,26,6,3,244,71,55,81,21,10,6,244,154,49,0,13,28,244,241,0,3,0,0,0,244,242,1,1,244,229,10,5,0,0,244,16,209,18,1,0,0,250,216,1,30,0,3,0,0,250,250,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562404,radio,06,756,SAN ISIDRO,856,431,425,856,162,558,136,856,42,59,61,82,44,61,45,63,72,55,52,40,44,33,37,39,17,7,3,0,0,0,856,71,101,98,194,181,28,46,82,36,0,6,13,291,9,282,291,227,43,13,8,291,80,52,100,26,29,4,291,192,69,0,11,19,291,284,0,4,1,1,1,291,287,4,0,291,272,14,5,0,0,291,16,222,44,3,4,2,295,267,0,25,1,1,0,1,295,295,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562405,radio,06,756,SAN ISIDRO,779,406,373,779,136,495,148,779,26,55,55,48,41,35,56,69,60,57,44,40,45,37,43,24,20,14,7,3,0,0,779,59,87,80,144,200,31,44,74,30,6,12,12,266,32,234,266,215,40,9,2,266,63,39,98,27,30,9,266,131,99,0,12,24,266,251,3,6,3,2,1,266,264,2,0,266,258,8,0,0,0,266,10,211,30,0,14,1,273,183,8,60,0,6,15,1,273,273,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562406,radio,06,756,SAN ISIDRO,1117,598,519,1117,208,725,184,1117,55,61,92,98,65,69,60,82,75,88,76,48,64,64,47,31,27,10,3,2,0,0,1117,109,109,61,250,215,56,83,126,72,7,16,13,378,25,353,378,314,47,15,2,378,107,72,132,27,32,8,378,229,89,0,25,35,378,366,4,6,1,1,0,378,370,4,4,378,356,16,6,0,0,378,37,298,30,3,5,5,377,308,1,57,0,4,2,5,377,377,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562407,radio,06,756,SAN ISIDRO,533,266,267,533,82,366,85,533,15,31,36,40,29,35,32,30,49,42,43,30,36,23,27,12,11,7,4,0,1,0,533,26,48,36,92,104,31,61,64,45,6,15,5,205,5,200,205,187,13,3,2,205,75,47,65,6,11,1,205,130,45,0,17,13,205,200,1,1,0,0,3,205,202,0,3,202,197,5,0,0,3,205,13,179,9,1,3,0,241,211,0,28,0,0,2,0,241,241,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562408,radio,06,756,SAN ISIDRO,583,299,284,583,97,358,128,583,22,40,35,34,28,28,34,46,56,58,19,28,27,43,35,22,13,10,3,1,1,0,583,40,63,29,84,113,34,65,75,57,6,13,4,220,4,216,220,184,29,7,0,220,89,47,56,15,12,1,220,132,53,0,21,14,220,210,1,8,0,1,0,220,220,0,0,219,210,8,1,0,1,220,20,182,8,1,8,1,233,209,10,11,0,3,0,0,233,233,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562409,radio,06,756,SAN ISIDRO,584,306,278,584,88,376,120,584,16,33,39,36,26,27,37,38,63,37,29,37,46,33,42,21,12,7,4,1,0,0,584,28,51,42,98,121,24,49,58,80,7,19,7,227,5,222,227,205,19,1,2,227,83,69,62,7,5,1,227,156,46,0,15,10,227,226,1,0,0,0,0,227,227,0,0,227,224,3,0,0,0,227,21,198,7,0,1,0,255,222,0,30,0,0,2,1,255,255,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562410,radio,06,756,SAN ISIDRO,698,362,336,698,107,459,132,698,24,31,52,54,42,36,28,33,39,62,62,52,51,30,28,24,28,17,4,1,0,0,698,43,54,45,121,124,31,66,83,89,10,25,7,254,2,252,254,227,23,3,1,254,102,74,57,14,6,1,254,181,45,0,8,20,254,252,0,0,2,0,0,254,254,0,0,254,252,1,1,0,0,254,12,233,6,3,0,0,265,252,6,7,0,0,0,0,265,265,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562411,radio,06,756,SAN ISIDRO,635,355,280,635,102,408,125,635,27,33,42,41,42,28,47,35,50,49,43,44,29,33,24,27,27,8,2,4,0,0,635,46,62,57,100,126,35,65,72,46,3,17,6,219,8,211,219,182,31,4,2,219,74,45,70,12,13,5,219,155,50,0,7,7,219,216,2,0,1,0,0,219,218,0,1,219,214,3,2,0,0,219,13,194,7,4,1,0,231,211,1,14,0,2,0,3,231,231,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562412,radio,06,756,SAN ISIDRO,654,347,307,654,88,444,122,654,27,29,32,50,34,48,56,40,43,61,38,40,34,34,27,26,17,11,7,0,0,0,654,46,42,50,124,125,45,51,84,61,6,16,4,263,3,260,263,222,29,8,4,263,97,59,79,15,12,1,263,160,69,0,18,16,263,260,3,0,0,0,0,263,259,1,3,263,255,7,1,0,0,263,30,212,15,4,1,1,295,194,0,98,0,1,0,2,295,295,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562413,radio,06,756,SAN ISIDRO,839,453,386,839,133,548,158,839,38,50,45,44,53,51,57,77,60,52,58,47,49,41,31,34,31,15,5,1,0,0,839,56,64,48,137,194,50,93,107,58,9,10,13,337,4,333,337,302,27,6,2,337,108,71,119,17,22,0,337,172,115,0,27,23,337,334,0,1,1,1,0,337,334,1,2,337,330,5,1,1,0,337,34,286,12,5,0,0,411,245,1,162,0,0,1,2,411,411,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562414,radio,06,756,SAN ISIDRO,514,269,245,514,81,316,117,514,20,29,32,38,26,16,24,42,35,33,37,25,40,47,15,20,14,14,7,0,0,0,514,31,46,38,98,100,24,59,56,50,6,5,1,192,3,189,192,182,8,1,1,192,67,41,65,11,8,0,192,133,39,0,8,12,192,190,1,1,0,0,0,192,192,0,0,192,191,1,0,0,0,192,8,183,1,0,0,0,226,190,0,33,0,2,0,1,226,226,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562415,radio,06,756,SAN ISIDRO,413,215,198,413,57,280,76,413,21,12,24,25,27,25,31,19,26,43,31,29,24,18,21,14,12,6,2,2,0,1,413,23,27,35,83,66,24,44,64,32,5,4,6,166,7,159,166,150,9,5,2,166,60,43,46,9,7,1,166,103,36,1,14,12,166,162,0,3,0,1,0,166,164,1,1,165,162,1,2,0,1,166,9,146,11,0,0,0,197,166,0,26,0,0,5,0,197,197,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562501,radio,06,756,SAN ISIDRO,1054,586,468,1054,185,692,177,1054,47,72,66,85,63,64,67,66,91,73,64,55,64,53,37,36,32,10,7,2,0,0,1054,101,105,73,196,231,53,74,125,59,13,16,8,337,33,304,337,259,37,33,8,337,80,64,117,29,30,17,337,197,98,1,13,28,337,320,4,3,5,3,2,337,315,14,8,337,263,49,24,1,0,337,27,258,30,5,13,4,362,282,15,53,0,4,6,2,362,362,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562502,radio,06,756,SAN ISIDRO,1363,700,663,1363,327,973,63,1363,101,94,132,124,138,143,128,75,90,85,68,68,54,25,20,6,7,3,2,0,0,0,1363,154,209,151,414,296,30,34,59,11,1,0,4,386,49,337,386,187,85,77,37,386,55,29,114,59,99,30,386,277,43,5,10,51,386,371,6,4,0,5,0,386,369,16,1,380,260,59,59,2,6,386,7,83,284,12,0,0,386,353,0,24,1,0,8,0,386,386,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562503,radio,06,756,SAN ISIDRO,1243,646,597,1243,295,839,109,1243,74,110,111,111,106,114,114,85,74,55,55,75,50,36,32,14,12,10,3,2,0,0,1243,154,190,189,362,213,28,28,41,16,7,6,9,343,33,310,343,188,89,39,27,343,83,44,88,51,60,17,343,254,47,1,21,20,343,333,3,6,1,0,0,343,333,9,1,340,285,34,19,2,3,343,11,178,149,4,0,1,343,317,1,15,0,4,5,1,343,343,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562504,radio,06,756,SAN ISIDRO,1123,596,527,1123,211,775,137,1123,63,68,80,91,78,91,74,88,93,79,65,57,59,33,41,25,16,9,12,1,0,0,1123,115,134,119,263,255,44,63,82,28,11,3,6,396,45,351,396,287,78,19,12,396,97,47,162,26,51,13,396,246,104,2,19,25,396,385,5,6,0,0,0,396,393,3,0,396,330,46,20,0,0,396,22,293,75,6,0,0,395,321,0,46,0,1,27,0,395,395,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562505,radio,06,756,SAN ISIDRO,608,320,288,608,98,403,107,608,30,35,33,49,41,35,35,24,51,54,42,39,33,26,30,24,13,13,1,0,0,0,608,46,59,92,136,127,27,34,45,24,10,7,1,206,15,191,206,170,20,13,3,206,49,46,67,17,20,7,206,128,52,1,12,13,206,202,1,2,0,1,0,206,204,2,0,205,161,28,16,0,1,206,17,146,35,7,0,1,210,174,2,24,0,3,3,4,210,210,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562506,radio,06,756,SAN ISIDRO,601,313,288,601,107,401,93,601,23,39,45,36,32,51,39,46,45,42,36,44,30,26,21,24,8,10,3,1,0,0,601,30,70,78,112,126,40,43,57,22,7,10,6,216,17,199,216,164,32,17,3,216,55,39,70,18,29,5,216,132,54,0,10,20,216,212,2,2,0,0,0,216,214,1,1,216,174,26,16,0,0,216,12,159,40,5,0,0,237,198,1,26,0,3,9,0,237,237,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562507,radio,06,756,SAN ISIDRO,811,435,376,811,154,534,123,811,44,48,62,62,47,65,61,62,51,58,45,39,44,43,24,25,17,4,7,3,0,0,811,66,101,83,185,166,46,40,71,31,10,8,4,263,33,230,263,202,38,20,3,263,51,48,89,23,36,16,263,127,86,6,18,26,263,251,4,0,5,2,1,263,247,7,9,263,223,25,15,0,0,263,24,188,39,1,11,0,274,229,6,23,0,2,14,0,274,274,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562508,radio,06,756,SAN ISIDRO,616,333,283,616,81,411,124,616,18,32,31,39,37,43,37,39,45,53,32,41,45,33,32,34,14,6,4,0,1,0,616,34,49,57,102,165,43,47,76,34,4,2,3,248,13,235,248,211,25,11,1,248,59,52,93,19,24,1,248,144,82,0,10,12,248,240,3,3,2,0,0,248,247,1,0,245,215,18,12,0,3,248,26,188,34,0,0,0,281,208,0,61,1,1,10,0,281,281,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562509,radio,06,756,SAN ISIDRO,512,269,243,512,99,292,121,512,22,44,33,33,16,24,30,35,39,47,24,19,25,30,30,37,14,7,2,1,0,0,512,35,67,43,84,112,21,47,53,29,5,9,7,207,11,196,207,181,20,5,1,207,66,43,73,7,17,1,207,119,53,0,9,26,207,203,2,1,0,1,0,207,207,0,0,207,181,22,4,0,0,207,15,179,11,2,0,0,236,194,1,31,0,1,9,0,236,236,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562510,radio,06,756,SAN ISIDRO,509,283,226,509,76,319,114,509,19,29,28,34,25,29,26,29,53,35,25,27,36,38,24,17,18,7,7,3,0,0,509,28,38,59,93,112,24,39,53,40,4,15,4,190,6,184,190,163,18,9,0,190,53,38,69,13,13,4,190,118,46,0,10,16,190,185,0,3,2,0,0,190,186,3,1,190,159,27,4,0,0,190,13,163,13,1,0,0,194,159,6,28,0,0,0,1,194,194,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562601,radio,06,756,SAN ISIDRO,1158,629,529,1158,192,744,222,1158,53,73,66,63,85,67,55,92,89,84,77,70,62,62,62,41,30,18,7,2,0,0,1158,80,116,83,160,254,57,105,160,105,11,24,3,433,2,431,433,368,41,19,5,433,145,103,140,23,22,0,433,293,82,0,26,32,433,428,2,3,0,0,0,433,432,1,0,433,405,24,4,0,0,433,28,386,16,2,0,1,453,435,0,17,0,1,0,0,453,453,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562602,radio,06,756,SAN ISIDRO,728,375,353,728,111,471,146,728,26,39,46,44,46,39,48,55,56,58,52,34,39,46,32,32,16,15,3,1,1,0,728,44,74,78,142,150,41,59,74,42,7,10,7,266,15,251,266,214,15,28,9,266,86,60,80,21,16,3,266,159,65,0,12,30,266,261,5,0,0,0,0,266,262,1,3,255,231,18,6,0,11,266,14,210,23,7,3,9,272,234,11,22,0,3,0,2,272,272,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562603,radio,06,756,SAN ISIDRO,636,341,295,636,93,407,136,636,27,33,33,51,39,25,43,52,54,42,36,27,38,35,39,32,14,8,6,2,0,0,636,44,50,52,112,150,27,66,71,44,7,8,5,247,3,244,247,213,22,9,3,247,74,62,79,14,17,1,247,158,56,0,15,18,247,235,2,10,0,0,0,247,247,0,0,247,225,18,4,0,0,247,24,208,14,1,0,0,254,223,0,29,0,0,2,0,254,254,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562604,radio,06,756,SAN ISIDRO,838,439,399,838,139,553,146,838,34,53,52,63,50,35,57,57,68,65,60,57,41,35,39,38,19,6,8,0,1,0,838,54,83,55,139,200,51,81,86,61,10,13,5,301,5,296,301,244,29,20,8,301,96,69,93,24,19,0,301,197,62,4,24,14,301,298,0,1,2,0,0,301,291,10,0,301,269,26,6,0,0,301,18,252,29,2,0,0,321,287,0,31,0,2,1,0,321,321,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562605,radio,06,756,SAN ISIDRO,815,447,368,815,106,536,173,815,26,35,45,47,50,68,52,42,55,50,56,46,70,54,41,24,27,16,8,3,0,0,815,66,64,80,157,143,31,60,103,74,12,22,3,275,21,254,275,229,22,18,6,275,83,59,86,13,21,13,275,183,72,0,9,11,275,267,5,1,1,1,0,275,263,6,6,272,252,9,10,1,3,275,19,224,22,4,5,1,279,216,8,46,0,5,2,2,279,279,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562606,radio,06,756,SAN ISIDRO,1266,669,597,1266,201,830,235,1266,51,71,79,70,80,79,80,107,113,78,66,93,64,58,64,43,44,15,10,1,0,0,1266,106,117,105,179,294,104,112,123,86,9,23,8,468,17,451,468,389,58,17,4,468,148,86,154,30,45,5,468,237,170,1,26,34,468,457,8,3,0,0,0,468,466,1,1,467,399,47,21,0,1,468,30,393,35,6,3,1,509,387,11,104,1,1,4,1,509,509,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562607,radio,06,756,SAN ISIDRO,1187,637,550,1187,172,782,233,1187,41,60,71,99,80,78,72,68,101,69,74,69,72,81,49,41,31,17,10,4,0,0,1187,67,111,83,258,256,69,94,132,78,13,16,10,442,5,437,442,377,48,14,3,442,154,104,113,40,30,1,442,290,96,2,29,25,442,433,3,4,2,0,0,442,440,1,1,442,401,30,11,0,0,442,28,372,39,3,0,0,456,410,2,42,0,1,1,0,456,456,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
