radio_id,nivel_geografico,prov,depto,partido,poblacion_sexo__total,poblacion_sexo__mujer_femenino,poblacion_sexo__varon_masculino,poblacion_edad__total,poblacion_edad__hasta_14_anos,poblacion_edad__15_a_64_anos,poblacion_edad__65_y_mas_anos,poblacion_edad_quinq__total,poblacion_edad_quinq__00_a_04,poblacion_edad_quinq__05_a_09,poblacion_edad_quinq__10_a_14,poblacion_edad_quinq__15_a_19,poblacion_edad_quinq__20_a_24,poblacion_edad_quinq__25_a_29,poblacion_edad_quinq__30_a_34,poblacion_edad_quinq__35_a_39,poblacion_edad_quinq__40_a_44,poblacion_edad_quinq__45_a_49,poblacion_edad_quinq__50_a_54,poblacion_edad_quinq__55_a_59,poblacion_edad_quinq__60_a_64,poblacion_edad_quinq__65_a_69,poblacion_edad_quinq__70_a_74,poblacion_edad_quinq__75_a_79,poblacion_edad_quinq__80_a_84,poblacion_edad_quinq__85_a_89,poblacion_edad_quinq__90_a_94,poblacion_edad_quinq__95_a_99,poblacion_edad_quinq__100_a_104,poblacion_edad_quinq__105_y_mas,educacion_mni__total,educacion_mni__sin_instruccion,educacion_mni__primario_incompleto,educacion_mni__primario_completo,educacion_mni__secundario_incompleto,educacion_mni__secundario_completo,educacion_mni__terciario_incompleto,educacion_mni__terciario_completo,educacion_mni__universitario_incompleto,educacion_mni__universitario_completo,educacion_mni__posgrado_incompleto,educacion_mni__posgrado_completo,educacion_mni__ignorado,hogares_nbi__total,hogares_nbi__si,hogares_nbi__no,hogares_ipmh__total,hogares_ipmh__sin_privacion,hogares_ipmh__privacion_solo_de_recursos_corrientes,hogares_ipmh__privacion_solo_de_recursos_patrimoniales,hogares_ipmh__privacion_convergente,hogares_hacinamiento__total,hogares_hacinamiento__hasta_0_50_personas_por_cuarto,hogares_hacinamiento__0_51_0_99_personas_por_cuarto,hogares_hacinamiento__1_00_1_49_personas_por_cuarto,hogares_hacinamiento__1_50_1_99_personas_por_cuarto,hogares_hacinamiento__2_00_3_00_personas_por_cuarto,hogares_hacinamiento__mas_de_3_00_personas_por_cuarto,hogares_tenencia__total,hogares_tenencia__propia,hogares_tenencia__alquilada,hogares_tenencia__cedida_por_trabajo,hogares_tenencia__prestada,hogares_tenencia__otra_situacion,hogares_agua__total,hogares_agua__red_publica_agua_corriente,hogares_agua__perforacion_con_bomba_a_motor,hogares_agua__otra_procedencia,hogares_agua__perforacion_con_bomba_manual,hogares_agua__pozo_sin_bomba,hogares_agua__transporte_por_cisterna_agua_de_lluvia_rio_c,hogares_agua_dist__total,hogares_agua_dist__por_caneria_dentro_de_la_vivienda,hogares_agua_dist__fuera_de_la_vivienda_pero_dentro_del_terreno,hogares_agua_dist__fuera_del_terreno,hogares_desague__total,hogares_desague__a_red_publica_cloaca,hogares_desague__a_camara_septica_y_pozo_ciego,hogares_desague__solo_a_pozo_ciego,hogares_desague__a_hoyo_excavacion_en_la_tierra_etc,hogares_desague__no_aplica,hogares_combustible__total,hogares_combustible__electricidad,hogares_combustible__gas_de_red,hogares_combustible__gas_en_garrafa,hogares_combustible__gas_en_tubo_o_a_granel_zeppelin,hogares_combustible__lena_o_carbon,hogares_combustible__otro_combustible,viviendas_tipo__total,viviendas_tipo__casa,viviendas_tipo__rancho,viviendas_tipo__departamento,viviendas_tipo__vivienda_movil_ocupada_casa_rodante_barco_ca,viviendas_tipo__casilla,viviendas_tipo__pieza_en_inquilinato_hotel_familiar_o_pensio,viviendas_tipo__local_no_construido_para_habitacion_ocupado,viviendas_localidad__total,viviendas_localidad__san_isidro,fuente,fecha_descarga
067560506,radio,06,756,SAN ISIDRO,741,389,352,741,120,473,148,741,31,37,52,51,53,26,37,35,49,59,62,56,45,42,36,33,18,14,2,3,0,0,741,43,49,8,72,76,29,69,117,183,21,70,4,272,3,269,272,250,17,4,1,272,129,97,39,5,2,0,272,203,41,1,12,15,272,271,1,0,0,0,0,272,272,0,0,271,268,2,1,0,1,272,41,230,1,0,0,0,317,296,0,21,0,0,0,0,317,317,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560507,radio,06,756,SAN ISIDRO,661,353,308,661,105,409,147,661,23,40,42,56,37,23,38,36,40,46,37,48,48,34,36,42,14,13,7,1,0,0,661,31,52,12,80,62,31,65,96,153,13,59,7,268,1,267,268,251,16,1,0,268,150,73,36,6,3,0,268,183,57,0,12,16,268,266,1,1,0,0,0,268,268,0,0,268,266,2,0,0,0,268,30,238,0,0,0,0,322,230,0,91,0,0,1,0,322,322,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560508,radio,06,756,SAN ISIDRO,598,305,293,598,87,376,135,598,26,23,38,44,40,25,24,37,50,31,44,48,33,35,27,33,18,15,5,1,1,0,598,32,36,6,62,58,21,59,97,151,16,56,4,263,1,262,263,248,13,2,0,263,149,59,51,3,1,0,263,171,72,0,12,8,263,262,1,0,0,0,0,263,263,0,0,263,263,0,0,0,0,263,35,228,0,0,0,0,322,152,0,169,0,0,1,0,322,322,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560509,radio,06,756,SAN ISIDRO,623,350,273,623,67,365,191,623,16,25,26,33,39,30,29,24,32,39,46,46,47,43,39,41,32,21,8,6,1,0,623,26,37,16,57,68,27,79,77,151,18,62,5,292,2,290,292,276,14,2,0,292,187,63,33,4,4,1,292,183,73,6,12,18,292,285,6,1,0,0,0,292,292,0,0,291,290,1,0,0,1,292,40,250,1,1,0,0,328,144,0,184,0,0,0,0,328,328,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560510,radio,06,756,SAN ISIDRO,800,419,381,800,130,504,166,800,22,47,61,67,69,33,16,32,50,60,62,59,56,54,39,42,14,7,6,4,0,0,800,42,61,13,84,67,21,72,133,193,14,99,1,286,0,286,286,266,20,0,0,286,166,87,27,5,1,0,286,236,29,0,8,13,286,283,1,2,0,0,0,286,286,0,0,286,283,3,0,0,0,286,45,241,0,0,0,0,324,320,0,4,0,0,0,0,324,324,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560601,radio,06,756,SAN ISIDRO,922,495,427,922,127,596,199,922,39,47,41,51,49,61,50,57,68,54,59,63,84,42,36,33,41,29,15,3,0,0,922,51,65,30,84,126,33,111,147,187,21,65,2,423,6,417,423,384,31,5,3,423,226,94,93,5,5,0,423,258,119,3,25,18,423,420,0,1,1,1,0,423,423,0,0,423,417,5,1,0,0,423,56,360,7,0,0,0,458,258,0,196,0,0,3,1,458,458,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560602,radio,06,756,SAN ISIDRO,500,293,207,500,45,291,164,500,11,22,12,15,17,30,29,28,28,31,39,43,31,21,48,31,24,25,9,6,0,0,500,21,29,18,36,73,17,56,65,130,12,43,0,295,0,295,295,276,17,2,0,295,194,38,51,8,4,0,295,156,97,8,24,10,295,294,1,0,0,0,0,295,295,0,0,295,294,1,0,0,0,295,33,261,1,0,0,0,349,32,0,317,0,0,0,0,349,349,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560603,radio,06,756,SAN ISIDRO,422,232,190,422,66,243,113,422,18,19,29,21,9,36,17,20,35,27,23,27,28,23,19,23,21,16,8,3,0,0,422,25,34,15,51,70,18,48,41,67,9,42,2,215,0,215,215,203,12,0,0,215,103,52,49,4,7,0,215,101,89,4,11,10,215,215,0,0,0,0,0,215,215,0,0,215,212,3,0,0,0,215,22,190,3,0,0,0,263,46,0,217,0,0,0,0,263,263,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560604,radio,06,756,SAN ISIDRO,407,222,185,407,53,256,98,407,23,14,16,19,18,36,41,28,30,34,18,14,18,18,15,25,21,17,2,0,0,0,407,33,19,8,39,69,17,44,48,81,14,32,3,213,0,213,213,193,16,4,0,213,113,39,51,8,2,0,213,85,100,1,21,6,213,212,0,1,0,0,0,213,213,0,0,213,211,2,0,0,0,213,31,180,2,0,0,0,281,18,0,263,0,0,0,0,281,281,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560605,radio,06,756,SAN ISIDRO,524,305,219,524,55,258,211,524,24,16,15,21,15,28,29,29,19,18,34,33,32,24,31,57,46,27,20,6,0,0,524,29,25,22,41,75,17,89,67,122,5,31,1,266,0,266,266,249,15,2,0,266,163,54,42,5,2,0,266,145,86,4,20,11,266,266,0,0,0,0,0,266,266,0,0,266,265,1,0,0,0,266,40,226,0,0,0,0,330,14,0,316,0,0,0,0,330,330,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560606,radio,06,756,SAN ISIDRO,557,322,235,557,57,314,186,557,21,21,15,27,31,29,41,42,29,32,24,33,26,33,33,40,37,20,19,4,0,0,557,36,23,24,60,76,23,61,67,135,12,37,3,300,1,299,300,287,12,0,1,300,181,61,49,3,6,0,300,157,110,3,22,8,300,299,0,1,0,0,0,300,300,0,0,300,300,0,0,0,0,300,36,262,1,0,1,0,427,13,0,413,0,0,0,1,427,427,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560607,radio,06,756,SAN ISIDRO,689,416,273,689,71,380,238,689,34,20,17,26,16,46,50,60,55,29,34,31,33,42,50,48,36,38,19,5,0,0,689,38,28,23,44,112,36,87,94,173,10,42,2,410,1,409,410,391,17,2,0,410,233,62,98,5,12,0,410,194,177,6,20,13,410,406,0,4,0,0,0,410,409,1,0,410,406,3,1,0,0,410,67,340,3,0,0,0,521,35,0,485,0,1,0,0,521,521,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560608,radio,06,756,SAN ISIDRO,643,354,289,643,101,380,162,643,31,26,44,40,39,27,22,32,35,56,44,38,47,51,26,30,21,18,14,2,0,0,643,36,44,11,59,54,24,63,103,175,12,60,2,256,0,256,256,244,11,1,0,256,148,71,33,3,1,0,256,196,35,0,12,13,256,255,0,1,0,0,0,256,256,0,0,256,255,1,0,0,0,256,52,202,2,0,0,0,285,270,0,15,0,0,0,0,285,285,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560609,radio,06,756,SAN ISIDRO,543,324,219,543,65,289,189,543,23,17,25,20,24,29,29,30,27,34,39,24,33,23,36,41,39,35,12,3,0,0,543,28,33,20,42,101,29,55,60,130,6,37,2,286,1,285,286,268,17,1,0,286,173,59,49,3,2,0,286,167,82,4,19,14,286,286,0,0,0,0,0,286,286,0,0,286,286,0,0,0,0,286,37,247,2,0,0,0,398,56,0,341,0,0,0,1,398,398,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560610,radio,06,756,SAN ISIDRO,683,412,271,683,75,370,238,683,18,32,25,33,40,30,34,39,45,50,37,29,33,34,48,60,50,24,17,5,0,0,683,28,40,30,71,112,33,80,94,123,16,49,7,358,2,356,358,336,19,3,0,358,202,69,70,10,7,0,358,210,94,5,34,15,358,355,0,3,0,0,0,358,358,0,0,358,357,1,0,0,0,358,43,314,1,0,0,0,492,71,0,419,0,0,1,1,492,492,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560611,radio,06,756,SAN ISIDRO,552,291,261,552,91,344,117,552,25,33,33,33,43,24,19,36,36,49,34,33,37,30,25,26,20,11,5,0,0,0,552,31,49,6,53,58,31,65,85,119,15,36,4,226,2,224,226,213,10,3,0,226,113,53,51,4,4,1,226,161,45,0,12,8,226,225,1,0,0,0,0,226,226,0,0,226,222,3,1,0,0,226,31,193,2,0,0,0,273,188,0,85,0,0,0,0,273,273,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560612,radio,06,756,SAN ISIDRO,627,337,290,627,77,401,149,627,14,32,31,51,43,36,19,29,34,52,47,57,33,46,37,31,15,9,5,5,1,0,627,25,38,6,54,53,32,61,93,178,15,70,2,240,3,237,240,225,11,4,0,240,135,71,28,3,3,0,240,184,30,4,9,13,240,239,0,1,0,0,0,240,240,0,0,240,239,1,0,0,0,240,26,213,1,0,0,0,266,223,0,40,0,1,0,2,266,266,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560701,radio,06,756,SAN ISIDRO,699,380,319,699,93,438,168,699,22,25,46,45,42,45,32,46,46,69,36,39,38,30,43,41,25,24,3,2,0,0,699,29,46,34,73,102,43,74,119,122,13,37,7,292,3,289,292,263,28,1,0,292,119,79,78,10,6,0,292,198,73,0,7,14,292,286,2,4,0,0,0,292,292,0,0,292,289,3,0,0,0,292,39,247,6,0,0,0,387,229,0,157,0,0,1,0,387,387,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560702,radio,06,756,SAN ISIDRO,567,298,269,567,77,359,131,567,9,37,31,32,26,49,31,34,47,44,38,26,32,27,27,29,19,17,6,5,1,0,567,23,44,18,61,102,21,66,74,115,10,30,3,279,0,279,279,264,13,1,1,279,156,43,68,8,4,0,279,154,100,1,16,8,279,277,1,1,0,0,0,279,279,0,0,279,277,1,1,0,0,279,36,242,1,0,0,0,346,104,1,240,0,1,0,0,346,346,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560703,radio,06,756,SAN ISIDRO,379,214,165,379,53,220,106,379,24,18,11,11,10,28,37,21,23,26,19,14,31,18,21,30,16,9,9,3,0,0,379,30,22,22,37,72,12,35,54,70,3,19,3,181,1,180,181,172,6,3,0,181,88,27,48,12,6,0,181,103,64,2,6,6,181,179,1,1,0,0,0,181,181,0,0,181,181,0,0,0,0,181,28,149,3,1,0,0,221,67,0,154,0,0,0,0,221,221,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560704,radio,06,756,SAN ISIDRO,771,407,364,771,110,489,172,771,27,44,39,36,39,50,41,61,64,65,47,44,42,39,40,38,28,16,7,3,0,1,771,37,63,22,82,111,35,84,103,152,22,54,6,341,1,340,341,314,20,6,1,341,168,89,74,5,5,0,341,230,76,1,20,14,341,335,3,2,1,0,0,341,341,0,0,341,338,3,0,0,0,341,49,289,3,0,0,0,416,268,0,148,0,0,0,0,416,416,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560705,radio,06,756,SAN ISIDRO,562,326,236,562,77,354,131,562,17,28,32,23,31,29,42,50,42,35,36,30,36,43,30,24,15,12,4,2,1,0,562,27,38,18,62,90,22,64,95,105,7,29,5,311,3,308,311,280,29,1,1,311,166,50,79,4,12,0,311,141,134,2,27,7,311,309,0,2,0,0,0,311,311,0,0,311,310,0,1,0,0,311,32,276,3,0,0,0,377,91,0,283,0,2,0,1,377,377,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560706,radio,06,756,SAN ISIDRO,362,206,156,362,50,231,81,362,17,20,13,10,19,23,38,28,23,30,19,20,21,19,14,15,15,13,4,1,0,0,362,21,28,20,31,58,20,39,48,72,6,17,2,178,0,178,178,163,13,1,1,178,81,44,43,5,5,0,178,94,70,3,8,3,178,177,1,0,0,0,0,178,178,0,0,178,178,0,0,0,0,178,35,139,4,0,0,0,231,35,0,196,0,0,0,0,231,231,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560707,radio,06,756,SAN ISIDRO,797,416,381,797,97,491,209,797,26,38,33,34,48,50,44,50,43,62,53,48,59,33,47,64,28,22,10,5,0,0,797,37,60,50,82,138,35,101,98,137,12,42,5,376,5,371,376,347,18,9,2,376,180,78,103,6,9,0,376,224,124,1,22,5,376,374,1,0,0,1,0,376,376,0,0,376,372,4,0,0,0,376,46,319,9,2,0,0,487,262,0,220,0,3,2,0,487,487,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560708,radio,06,756,SAN ISIDRO,603,337,266,603,92,355,156,603,21,27,44,33,34,30,22,29,49,42,28,47,41,39,41,35,14,19,8,0,0,0,603,26,41,25,61,67,28,72,84,137,14,45,3,234,0,234,234,222,12,0,0,234,113,60,56,4,1,0,234,187,30,0,11,6,234,234,0,0,0,0,0,234,234,0,0,234,230,4,0,0,0,234,19,213,1,1,0,0,282,268,0,14,0,0,0,0,282,282,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560709,radio,06,756,SAN ISIDRO,803,425,378,803,128,489,186,803,39,39,50,44,49,42,37,50,45,72,48,47,55,39,54,35,29,11,13,5,0,0,803,52,52,12,91,107,33,89,117,167,16,63,4,312,1,311,312,294,12,4,2,312,144,93,63,6,5,1,312,231,62,0,11,8,312,310,2,0,0,0,0,312,311,1,0,312,310,2,0,0,0,312,39,269,4,0,0,0,338,306,0,32,0,0,0,0,338,338,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560710,radio,06,756,SAN ISIDRO,815,417,398,815,97,499,219,815,25,31,41,51,49,42,26,37,54,50,63,51,76,57,43,51,47,12,6,3,0,0,815,38,43,22,95,123,28,102,141,162,8,51,2,336,2,334,336,305,24,7,0,336,175,81,69,4,7,0,336,253,52,0,15,16,336,334,0,2,0,0,0,336,336,0,0,336,332,4,0,0,0,336,36,295,5,0,0,0,360,328,0,31,0,1,0,0,360,360,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560711,radio,06,756,SAN ISIDRO,408,243,165,408,47,226,135,408,18,10,19,9,14,22,29,35,32,26,29,15,15,19,30,28,26,16,10,5,0,1,408,23,23,10,30,82,28,48,42,85,5,28,4,226,0,226,226,205,10,10,1,226,128,35,51,6,6,0,226,124,76,1,10,15,226,224,1,1,0,0,0,226,225,1,0,226,225,0,1,0,0,226,50,172,4,0,0,0,316,20,0,296,0,0,0,0,316,316,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560801,radio,06,756,SAN ISIDRO,1036,557,479,1036,152,648,236,1036,38,56,58,58,60,54,62,54,71,94,53,71,71,66,60,48,25,19,14,3,1,0,1036,80,74,38,129,144,42,103,164,179,29,53,1,357,28,329,357,302,29,24,2,357,129,78,103,16,24,7,357,232,102,0,16,7,357,344,5,2,1,4,1,357,350,3,4,352,345,1,6,0,5,357,33,285,8,6,16,9,363,245,25,76,0,9,5,3,363,363,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560802,radio,06,756,SAN ISIDRO,868,450,418,868,108,551,209,868,20,43,45,60,58,51,29,41,63,63,61,67,58,63,52,42,26,14,11,1,0,0,868,72,51,43,113,118,36,104,128,136,18,45,4,322,10,312,322,287,17,17,1,322,129,85,86,12,9,1,322,243,49,2,10,18,322,317,2,0,1,1,1,322,319,1,2,322,313,3,6,0,0,322,27,284,0,0,2,9,332,298,4,24,1,1,1,3,332,332,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560803,radio,06,756,SAN ISIDRO,1082,574,508,1082,167,674,241,1082,38,54,75,65,59,62,74,55,77,75,66,72,69,61,71,52,29,20,5,3,0,0,1082,170,72,39,136,149,44,124,111,142,20,70,5,379,37,342,379,314,40,20,5,379,159,87,90,12,24,7,379,271,78,4,15,11,379,360,9,5,2,0,3,379,375,1,3,379,362,5,11,1,0,379,26,312,9,1,18,13,386,315,0,50,2,0,0,19,386,386,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560804,radio,06,756,SAN ISIDRO,1057,542,515,1057,160,647,250,1057,25,46,89,79,54,46,55,48,69,102,77,61,56,66,63,58,39,16,7,1,0,0,1057,49,72,43,173,166,62,105,155,165,13,45,9,407,15,392,407,360,39,6,2,407,168,105,109,10,13,2,407,266,92,2,24,23,407,400,3,2,0,0,2,407,407,0,0,406,402,4,0,0,1,407,42,361,3,1,0,0,470,399,0,61,1,6,2,1,470,470,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560805,radio,06,756,SAN ISIDRO,1108,596,512,1108,179,690,239,1108,39,63,77,69,58,54,67,70,71,83,70,76,72,65,67,49,29,14,11,4,0,0,1108,93,98,30,120,167,53,107,166,187,13,65,9,424,18,406,424,378,34,10,2,424,188,86,119,19,12,0,424,302,81,1,15,25,424,410,3,11,0,0,0,424,422,0,2,424,412,10,2,0,0,424,58,349,16,1,0,0,501,406,1,81,0,10,1,2,501,501,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560806,radio,06,756,SAN ISIDRO,1293,680,613,1293,189,808,296,1293,38,58,93,91,72,63,49,58,93,106,94,92,90,85,68,58,32,35,17,1,0,0,1293,71,95,45,179,205,59,132,156,247,20,76,8,443,14,429,443,389,34,17,3,443,159,133,109,22,17,3,443,331,72,0,20,20,443,429,5,0,0,8,1,443,443,0,0,441,421,11,9,0,2,443,38,387,5,1,1,11,447,395,15,35,0,1,1,0,447,447,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560807,radio,06,756,SAN ISIDRO,873,463,410,873,121,534,218,873,34,45,42,63,45,36,36,64,51,60,70,61,48,65,55,45,30,13,7,3,0,0,873,64,58,29,94,116,38,95,133,167,22,54,3,329,7,322,329,308,15,5,1,329,154,78,74,12,10,1,329,263,39,1,12,14,329,324,1,3,0,0,1,329,327,1,1,329,320,5,2,2,0,329,28,288,4,5,2,2,330,294,2,30,0,4,0,0,330,330,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560808,radio,06,756,SAN ISIDRO,1051,570,481,1051,163,669,219,1051,52,56,55,66,70,50,52,65,74,78,83,61,70,52,54,46,38,19,9,1,0,0,1051,103,76,53,128,141,51,113,144,160,23,51,8,409,10,399,409,358,38,10,3,409,169,93,116,16,14,1,409,299,68,1,22,19,409,402,5,0,0,2,0,409,401,6,2,409,394,4,11,0,0,409,36,360,9,1,2,1,431,390,4,33,0,0,2,2,431,431,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560809,radio,06,756,SAN ISIDRO,975,532,443,975,138,635,202,975,35,42,61,76,60,50,42,63,75,67,69,72,61,48,47,40,27,23,15,1,1,0,975,73,63,40,146,140,45,112,130,150,17,55,4,358,10,348,358,321,29,5,3,358,138,92,107,11,9,1,358,263,69,0,14,12,358,356,0,2,0,0,0,358,357,1,0,358,344,9,2,3,0,358,37,318,0,2,1,0,369,347,2,16,0,0,2,2,369,369,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560901,radio,06,756,SAN ISIDRO,946,488,458,946,151,615,180,946,38,44,69,83,51,41,32,60,78,69,69,76,56,52,27,38,26,22,11,2,1,1,946,48,61,33,156,145,55,109,121,142,13,60,3,352,1,351,352,316,31,5,0,352,149,107,81,8,7,0,352,263,50,1,12,26,352,350,0,2,0,0,0,352,351,1,0,352,345,5,2,0,0,352,38,311,3,0,0,0,377,355,0,22,0,0,0,0,377,377,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560902,radio,06,756,SAN ISIDRO,928,500,428,928,144,579,205,928,25,56,63,61,67,37,46,48,66,67,64,60,63,51,48,45,32,15,12,2,0,0,928,38,83,48,136,147,56,101,131,134,3,45,6,375,3,372,375,340,26,6,3,375,162,85,98,14,15,1,375,277,67,1,10,20,375,371,0,3,0,0,1,375,374,1,0,375,365,8,1,1,0,375,38,325,11,1,0,0,405,335,1,68,0,0,1,0,405,405,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560903,radio,06,756,SAN ISIDRO,1006,527,479,1006,153,623,230,1006,29,55,69,64,50,40,51,60,85,69,63,72,69,60,59,54,35,13,8,1,0,0,1006,60,84,50,146,178,42,109,129,148,17,35,8,403,0,403,403,375,22,4,2,403,178,92,113,10,10,0,403,306,58,0,15,24,403,402,1,0,0,0,0,403,403,0,0,403,398,4,1,0,0,403,31,365,6,1,0,0,448,425,0,23,0,0,0,0,448,448,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560904,radio,06,756,SAN ISIDRO,1226,648,578,1226,186,818,222,1226,36,62,88,112,78,69,42,69,73,117,106,84,68,59,61,58,24,11,7,2,0,0,1226,61,102,49,199,173,57,145,171,185,21,58,5,445,3,442,445,405,33,7,0,445,154,141,125,14,11,0,445,338,67,0,17,23,445,437,2,3,0,0,3,445,445,0,0,445,433,11,1,0,0,445,35,395,13,2,0,0,456,428,0,28,0,0,0,0,456,456,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560905,radio,06,756,SAN ISIDRO,1116,583,533,1116,176,697,243,1116,41,68,67,60,62,58,68,88,78,74,71,67,71,55,65,43,39,28,9,4,0,0,1116,68,102,69,154,188,73,123,141,146,11,33,8,444,7,437,444,399,35,10,0,444,172,102,121,20,27,2,444,283,115,1,32,13,444,434,5,5,0,0,0,444,442,2,0,444,429,10,5,0,0,444,40,384,18,2,0,0,491,360,0,127,0,0,3,1,491,491,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560906,radio,06,756,SAN ISIDRO,1032,543,489,1032,151,673,208,1032,28,55,68,88,61,38,45,65,71,88,80,54,83,50,60,31,32,24,8,2,1,0,1032,45,108,38,155,187,57,117,137,143,5,33,7,388,4,384,388,349,32,7,0,388,153,95,110,20,8,2,388,289,63,1,15,20,388,383,2,2,1,0,0,388,388,0,0,388,380,7,1,0,0,388,32,340,16,0,0,0,411,369,1,40,0,1,0,0,411,411,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560907,radio,06,756,SAN ISIDRO,474,247,227,474,82,314,78,474,20,33,29,18,39,30,32,33,25,35,38,31,33,32,15,15,6,5,4,1,0,0,474,31,46,9,59,79,21,48,72,70,9,25,5,199,4,195,199,171,18,6,4,199,76,49,59,5,9,1,199,138,38,1,11,11,199,197,0,2,0,0,0,199,196,3,0,199,191,6,2,0,0,199,26,169,4,0,0,0,237,162,0,74,0,1,0,0,237,237,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560908,radio,06,756,SAN ISIDRO,615,320,295,615,92,431,92,615,28,26,38,50,41,33,31,41,56,44,43,56,36,26,26,20,6,7,4,3,0,0,615,35,39,26,87,89,27,66,90,116,8,28,4,237,3,234,237,216,16,4,1,237,84,76,68,3,6,0,237,152,49,2,18,16,237,236,0,1,0,0,0,237,237,0,0,236,231,5,0,0,1,237,39,195,3,0,0,0,266,224,0,41,0,0,0,1,266,266,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
